Year,Bill No.,Short Title,Date of Introduction / House,Debate / Passed in LS,Debate / Passed in RS,Referred to Committee / Report Presented,Assent Date/ Gazette Notification / Act No.,Synopsis
2021,56,"THE JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) AMENDMENT BILL, 2021",15/03/2021  (Lok Sabha),24/03/2021,28/07/2021,,23 of 2021,
2021,56,"THE JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) AMENDMENT BILL, 2021",15/03/2021  (Lok Sabha),24/03/2021,28/07/2021,,23 of 2021,
2021,55,"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2021",15/03/2021  (Lok Sabha),22/03/2021,24/03/2021,,15 of 2021,
2021,54,"THE NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (AMENDMENT) BILL, 2021",15/03/2021  (Lok Sabha),06/12/2021,09/12/2021,,43 of 2021,
2021,54,"THE NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (AMENDMENT) BILL, 2021",15/03/2021  (Lok Sabha),06/12/2021,09/12/2021,,43 of 2021,
2021,19,"THE TRIBUNALS REFORMS (RATIONALISATION AND CONDITIONS OF SERVICE) BILL, 2021",13/02/2021  (Lok Sabha),,,,,
2021,18,"THE CONSTITUTION (SCHEDULED CASTES) ORDER (AMENDMENT) BILL, 2021",13/02/2021  (Lok Sabha),19/03/2021,22/03/2021,,18 of 2021,
2021,16,"THE ARBITRATION AND CONCILIATION (AMENDMENT) BILL, 2021",04/02/2021  (Lok Sabha),12/02/2021,10/03/2021,,3 of 2021,
2021,16,"THE ARBITRATION AND CONCILIATION (AMENDMENT) BILL, 2021",04/02/2021  (Lok Sabha),12/02/2021,10/03/2021,,3 of 2021,
2021,15,"The Finance Bill, 2021",01/02/2021  (Lok Sabha),23/03/2021,24/03/2021,,13 of 2021,
2020,124,"THE JAMMU AND KASHMIR OFFICIAL LANGUAGES BILL, 2020",22/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,23 of 2020,
2020,124,"THE JAMMU AND KASHMIR OFFICIAL LANGUAGES BILL, 2020",22/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,23 of 2020,
2020,123,"THE FOREIGN CONTRIBUTION (REGULATION) AMENDMENT BILL, 2020",20/09/2020  (Lok Sabha),21/09/2020,23/09/2020,,33 of 2020,
2020,123,"THE FOREIGN CONTRIBUTION (REGULATION) AMENDMENT BILL, 2020",20/09/2020  (Lok Sabha),21/09/2020,23/09/2020,,33 of 2020,
2020,122,"THE OCCUPATIONAL SAFETY, HEALTH AND WORKING CONDITIONS CODE, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,37 of 2020,
2020,122,"THE OCCUPATIONAL SAFETY, HEALTH AND WORKING CONDITIONS CODE, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,37 of 2020,
2020,121,"THE CODE ON SOCIAL SECURITY, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,36 of 2020,
2020,121,"THE CODE ON SOCIAL SECURITY, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,36 of 2020,
2020,120,"THE INDUSTRIAL RELATIONS CODE, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,35 of 2020,
2020,120,"THE INDUSTRIAL RELATIONS CODE, 2020",19/09/2020  (Lok Sabha),22/09/2020,23/09/2020,,35 of 2020,
2020,118,"THE APPROPRIATION (No. 3) BILL, 2020",18/09/2020  (Lok Sabha),18/09/2020,23/09/2020,,27 of 2020,
2020,118,"THE APPROPRIATION (No. 3) BILL, 2020",18/09/2020  (Lok Sabha),18/09/2020,23/09/2020,,27 of 2020,
2020,117,"THE APPROPRIATION (NO. 4) BILL, 2020",18/09/2020  (Lok Sabha),18/09/2020,23/09/2020,,26 of 2020,
2020,117,"THE APPROPRIATION (NO. 4) BILL, 2020",18/09/2020  (Lok Sabha),18/09/2020,23/09/2020,,26 of 2020,
2020,116,"THE TAXATION AND OTHER LAWS (RELAXATION AND AMENDMENT OF CERTAIN PROVISIONS) BILL, 2020",18/09/2020  (Lok Sabha),19/09/2020,22/09/2020,,38 of 2020,
2020,116,"THE TAXATION AND OTHER LAWS (RELAXATION AND AMENDMENT OF CERTAIN PROVISIONS) BILL, 2020",18/09/2020  (Lok Sabha),19/09/2020,22/09/2020,,38 of 2020,
2020,98,"THE BILATERAL NETTING OF QUALIFIED FINANCIAL CONTRACTS BILL, 2020",14/09/2020  (Lok Sabha),20/09/2020,23/09/2020,,30 of 2020,
2020,98,"THE BILATERAL NETTING OF QUALIFIED FINANCIAL CONTRACTS BILL, 2020",14/09/2020  (Lok Sabha),20/09/2020,23/09/2020,,30 of 2020,
2020,97,"THE ASSISTED REPRODUCTIVE TECHNOLOGY (REGULATION) BILL, 2020",14/09/2020  (Lok Sabha),01/12/2021,08/12/2021,,42 of 2021,
2020,97,"THE ASSISTED REPRODUCTIVE TECHNOLOGY (REGULATION) BILL, 2020",14/09/2020  (Lok Sabha),01/12/2021,08/12/2021,,42 of 2021,
2020,115,"THE FACTORING REGULATION (AMENDMENT) BILL, 2021",14/09/2020  (Lok Sabha),26/07/2021,29/07/2021,,21 of 2021,
2020,115,"THE FACTORING REGULATION (AMENDMENT) BILL, 2021",14/09/2020  (Lok Sabha),26/07/2021,29/07/2021,,21 of 2021,
2020,114,"THE BANKING REGULATION (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),16/09/2020,22/09/2020,,39 of 2020,
2020,114,"THE BANKING REGULATION (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),16/09/2020,22/09/2020,,39 of 2020,
2020,113,"THE FARMERS’ PRODUCE TRADE AND COMMERCE (PROMOTION AND FACILITATION) BILL, 2020",14/09/2020  (Lok Sabha),17/09/2020,20/09/2020,,21 of 2020,
2020,113,"THE FARMERS’ PRODUCE TRADE AND COMMERCE (PROMOTION AND FACILITATION) BILL, 2020",14/09/2020  (Lok Sabha),17/09/2020,20/09/2020,,21 of 2020,
2020,112,"THE FARMERS (EMPOWERMENT AND PROTECTION) AGREEMENT ON PRICE ASSURANCE AND FARM SERVICES BILL, 2020",14/09/2020  (Lok Sabha),17/09/2020,20/09/2020,,20 of 2020,
2020,112,"THE FARMERS (EMPOWERMENT AND PROTECTION) AGREEMENT ON PRICE ASSURANCE AND FARM SERVICES BILL, 2020",14/09/2020  (Lok Sabha),17/09/2020,20/09/2020,,20 of 2020,
2020,111,"THE ESSENTIAL COMMODITIES (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),15/09/2020,22/09/2020,,22 of 2020,
2020,111,"THE ESSENTIAL COMMODITIES (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),15/09/2020,22/09/2020,,22 of 2020,
2020,110,"THE SALARY, ALLOWANCES AND PENSION OF MEMBERS OF PARLIAMENT (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),15/09/2020,18/09/2020,,19 of 2020,
2020,110,"THE SALARY, ALLOWANCES AND PENSION OF MEMBERS OF PARLIAMENT (AMENDMENT) BILL, 2020",14/09/2020  (Lok Sabha),15/09/2020,18/09/2020,,19 of 2020,
2020,99,"The Rashtriya Raksha University Bill, 2020",23/03/2020  (Lok Sabha),20/09/2020,22/09/2020,,31 of 2020,
2020,99,"The Rashtriya Raksha University Bill, 2020",23/03/2020  (Lok Sabha),20/09/2020,22/09/2020,,31 of 2020,
2020,100,"The National Forensic Sciences University Bill, 2020",23/03/2020  (Lok Sabha),20/09/2020,22/09/2020,,32 of 2020,
2020,100,"The National Forensic Sciences University Bill, 2020",23/03/2020  (Lok Sabha),20/09/2020,22/09/2020,,32 of 2020,
2020,96,"The Jammu and Kashmir Appropriation (No. 4) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,11 of 2020,
2020,96,"The Jammu and Kashmir Appropriation (No. 4) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,11 of 2020,
2020,95,"The Jammu and Kashmir Appropriation (No. 3) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,10 of 2020,
2020,95,"The Jammu and Kashmir Appropriation (No. 3) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,10 of 2020,
2020,94,"The Jammu and Kashmir Appropriation (No. 2) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,9 of 2020,
2020,94,"The Jammu and Kashmir Appropriation (No. 2) Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,9 of 2020,
2020,93,"The Jammu and Kashmir Appropriation Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,8 of 2020,
2020,93,"The Jammu and Kashmir Appropriation Bill, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,8 of 2020,
2020,84,"The Appropriation (No.2) BILL, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,7 of 2020,
2020,84,"The Appropriation (No.2) BILL, 2020",18/03/2020  (Lok Sabha),18/03/2020,23/03/2020,,7 of 2020,
2020,88,"The Companies (Amendment) Bill, 2020",17/03/2020  (Lok Sabha),19/09/2020,22/09/2020,,29 of 2020,
2020,88,"The Companies (Amendment) Bill, 2020",17/03/2020  (Lok Sabha),19/09/2020,22/09/2020,,29 of 2020,
2020,81,"The Appropriation Bill, 2020",16/03/2020  (Lok Sabha),16/03/2020,23/03/2020,,6 of 2020,
2020,81,"The Appropriation Bill, 2020",16/03/2020  (Lok Sabha),16/03/2020,23/03/2020,,6 of 2020,
2020,78,"The Major Port Authorities Bill, 2020",12/03/2020  (Lok Sabha),23/09/2020,10/02/2021,,1 of 2021,
2020,78,"The Major Port Authorities Bill, 2020",12/03/2020  (Lok Sabha),23/09/2020,10/02/2021,,1 of 2021,
2020,61,"The Indian Institutes of Information Technology Laws (Amendment) Bill, 2020",04/03/2020  (Lok Sabha),20/03/2020,22/09/2020,,28 of 2020,
2020,61,"The Indian Institutes of Information Technology Laws (Amendment) Bill, 2020",04/03/2020  (Lok Sabha),20/03/2020,22/09/2020,,28 of 2020,
2020,56,"The Banking Regulation (Amendment) Bill, 2020",03/03/2020  (Lok Sabha),,,,,
2020,60,"The Mineral Laws (Amendment) Bill, 2020",02/03/2020  (Lok Sabha),06/03/2020,12/03/2020,,2 of 2020,
2020,60,"The Mineral Laws (Amendment) Bill, 2020",02/03/2020  (Lok Sabha),06/03/2020,12/03/2020,,2 of 2020,
2020,55,"The Medical Termination of Pregnancy (Amendment) Bill, 2021",02/03/2020  (Lok Sabha),17/03/2020,16/03/2021,,8 of 2021,
2020,33,"The Institute of Teaching and Research in Ayurveda Bill, 2020",10/02/2020  (Lok Sabha),19/03/2020,16/09/2020,,16 of 2020,
2020,33,"The Institute of Teaching and Research in Ayurveda Bill, 2020",10/02/2020  (Lok Sabha),19/03/2020,16/09/2020,,16 of 2020,
2020,29,"The Direct Tax Vivad se Vishwas Bill, 2020",05/02/2020  (Lok Sabha),04/03/2020,13/03/2020,,3 of 2020,
2020,29,"The Direct Tax Vivad se Vishwas Bill, 2020",05/02/2020  (Lok Sabha),04/03/2020,13/03/2020,,3 of 2020,
2020,28,"The Aircraft (Amendment) Bill, 2020",04/02/2020  (Lok Sabha),17/03/2020,15/09/2020,,13 of 2020,
2020,28,"The Aircraft (Amendment) Bill, 2020",04/02/2020  (Lok Sabha),17/03/2020,15/09/2020,,13 of 2020,
2020,26,"The Finance Bill, 2020",01/02/2020  (Lok Sabha),23/03/2020,23/03/2020,,12 of 2020,
